state_id,z,symbol,charge,electron_count,configuration,ground_level,multiplicity,spin_2s,state_category,state_role,physical_status,state_source,source_table,nist_ie_provenance,rule_reason,notes
Co_q0_mult4_nist,27,Co,0,27,[Ar] 3d7 4s2,4F9/2,4,3,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Co_qp1_mult3_nist,27,Co,1,26,[Ar] 3d8,3F4,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Co_qp2_mult4_nist,27,Co,2,25,[Ar] 3d7,4F9/2,4,3,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Co_qp3_mult5_nist,27,Co,3,24,[Ar] 3d6,5D4,5,4,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Ni_qm1_mult2_ning2022,28,Ni,-1,29,[Ar] 3d9 4s2,2D5/2,2,1,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Ni_q0_mult3_nist,28,Ni,0,28,[Ar] 3d8 4s2,3F4,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ni_qp1_mult2_nist,28,Ni,1,27,[Ar] 3d9,2D5/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ni_qp2_mult3_nist,28,Ni,2,26,[Ar] 3d8,3F4,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ni_qp3_mult4_nist,28,Ni,3,25,[Ar] 3d7,4F9/2,4,3,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Cu_qm1_mult1_ning2022,29,Cu,-1,30,[Ar] 3d10 4s2,1S0,1,0,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Cu_q0_mult2_nist,29,Cu,0,29,[Ar] 3d10 4s1,2S1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Cu_qp1_mult1_nist,29,Cu,1,28,[Ar] 3d10,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Cu_qp2_mult2_nist,29,Cu,2,27,[Ar] 3d9,2D5/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Cu_qp3_mult3_nist,29,Cu,3,26,[Ar] 3d8,3F4,3,2,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Zn_qm1_mult2_formal,30,Zn,-1,31,[Ar] 3d10 4s2 4p1,,2,1,formal_anion_reference,formal_monoanion,not_claimed,formal_rule,curated/formal_atoms_ions.csv,,review_unbound_but_required_by_policy,"Ning-Lu treats the physical monoanion as unbound, metastable-only, or not accepted; included only as a formal reference required by the v2 charge policy. | Formal stockholder/Hirshfeld-I reference; not a claim of a stable isolated atomic anion."
Zn_q0_mult1_nist,30,Zn,0,30,[Ar] 3d10 4s2,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Zn_qp1_mult2_nist,30,Zn,1,29,[Ar] 3d10 4s1,2S1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Zn_qp2_mult1_nist,30,Zn,2,28,[Ar] 3d10,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Zn_qp3_mult2_nist,30,Zn,3,27,[Ar] 3d9,2D5/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ga_qm2_mult4_formal,31,Ga,-2,33,[Ar] 3d10 4s2 4p3,,4,3,formal_anion_reference,formal_multianion,not_claimed,formal_rule,curated/formal_atoms_ions.csv,,p_block_formal_dianion_policy,Formal stockholder/Hirshfeld-I reference for p-block dianion coverage; not a stable isolated atomic anion claim.
Ga_qm1_mult3_ning2022,31,Ga,-1,32,[Ar] 3d10 4s2 4p2,3P0,3,2,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Ga_q0_mult2_nist,31,Ga,0,31,[Ar] 3d10 4s2 4p1,2P°1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ga_qp1_mult1_nist,31,Ga,1,30,[Ar] 3d10 4s2,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ga_qp2_mult2_nist,31,Ga,2,29,[Ar] 3d10 4s1,2S1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ga_qp3_mult1_nist,31,Ga,3,28,[Ar] 3d10,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ge_qm2_mult3_formal,32,Ge,-2,34,[Ar] 3d10 4s2 4p4,,3,2,formal_anion_reference,formal_multianion,not_claimed,formal_rule,curated/formal_atoms_ions.csv,,p_block_formal_dianion_policy,Formal stockholder/Hirshfeld-I reference for p-block dianion coverage; not a stable isolated atomic anion claim.
Ge_qm1_mult4_ning2022,32,Ge,-1,33,[Ar] 3d10 4s2 4p3,4S3/2,4,3,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Ge_q0_mult3_nist,32,Ge,0,32,[Ar] 3d10 4s2 4p2,3P0,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ge_qp1_mult2_nist,32,Ge,1,31,[Ar] 3d10 4s2 4p1,2P°1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ge_qp2_mult1_nist,32,Ge,2,30,[Ar] 3d10 4s2,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ge_qp3_mult2_nist,32,Ge,3,29,[Ar] 3d10 4s1,2S1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
As_qm3_mult1_formal,33,As,-3,36,[Ar] 3d10 4s2 4p6,,1,0,formal_anion_reference,formal_multianion,not_claimed,formal_rule,curated/formal_atoms_ions.csv,,carbon_pnictogen_formal_trianion_policy,Formal stockholder/Hirshfeld-I reference for carbon/pnictogen trianion coverage; not a stable isolated atomic anion claim.
As_qm2_mult2_formal,33,As,-2,35,[Ar] 3d10 4s2 4p5,,2,1,formal_anion_reference,formal_multianion,not_claimed,formal_rule,curated/formal_atoms_ions.csv,,p_block_formal_dianion_policy,Formal stockholder/Hirshfeld-I reference for p-block dianion coverage; not a stable isolated atomic anion claim.
As_qm1_mult3_ning2022,33,As,-1,34,[Ar] 3d10 4s2 4p4,3P2,3,2,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
As_q0_mult4_nist,33,As,0,33,[Ar] 3d10 4s2 4p3,4S°3/2,4,3,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
As_qp1_mult3_nist,33,As,1,32,[Ar] 3d10 4s2 4p2,3P0,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
As_qp2_mult2_nist,33,As,2,31,[Ar] 3d10 4s2 4p1,2P°1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
As_qp3_mult1_nist,33,As,3,30,[Ar] 3d10 4s2,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Se_qm2_mult1_formal,34,Se,-2,36,[Ar] 3d10 4s2 4p6,,1,0,formal_anion_reference,formal_multianion,not_claimed,formal_rule,curated/formal_atoms_ions.csv,,p_block_formal_dianion_policy,Formal stockholder/Hirshfeld-I reference for p-block dianion coverage; not a stable isolated atomic anion claim.
Se_qm1_mult2_ning2022,34,Se,-1,35,[Ar] 3d10 4s2 4p5,2P3/2,2,1,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Se_q0_mult3_nist,34,Se,0,34,[Ar] 3d10 4s2 4p4,3P2,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Se_qp1_mult4_nist,34,Se,1,33,[Ar] 3d10 4s2 4p3,4S°3/2,4,3,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Se_qp2_mult3_nist,34,Se,2,32,[Ar] 3d10 4s2 4p2,3P0,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Se_qp3_mult2_nist,34,Se,3,31,[Ar] 3d10 4s2 4p1,2P°1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Br_qm1_mult1_ning2022,35,Br,-1,36,[Ar] 3d10 4s2 4p6,1S0,1,0,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Br_q0_mult2_nist,35,Br,0,35,[Ar] 3d10 4s2 4p5,2P°3/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Br_qp1_mult3_nist,35,Br,1,34,[Ar] 3d10 4s2 4p4,3P2,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Br_qp2_mult4_nist,35,Br,2,33,[Ar] 3d10 4s2 4p3,4S°3/2,4,3,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Br_qp3_mult3_nist,35,Br,3,32,[Ar] 3d10 4s2 4p2,3P0,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Kr_q0_mult1_nist,36,Kr,0,36,[Ar] 3d10 4s2 4p6,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Kr_qp1_mult2_nist,36,Kr,1,35,[Ar] 3d10 4s2 4p5,2P°3/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Kr_qp2_mult3_nist,36,Kr,2,34,[Ar] 3d10 4s2 4p4,3P2,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Kr_qp3_mult4_nist,36,Kr,3,33,[Ar] 3d10 4s2 4p3,4S°3/2,4,3,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Rb_qm1_mult1_ning2022,37,Rb,-1,38,[Kr] 5s2,1S0,1,0,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Rb_q0_mult2_nist,37,Rb,0,37,[Kr] 5s1,2S1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Rb_qp1_mult1_nist,37,Rb,1,36,[Ar] 3d10 4s2 4p6,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Sr_qm1_mult2_ning2022,38,Sr,-1,39,[Kr] 5s2 5p1,2P1/2,2,1,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Sr_q0_mult1_nist,38,Sr,0,38,[Kr] 5s2,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Sr_qp1_mult2_nist,38,Sr,1,37,[Kr] 5s1,2S1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Sr_qp2_mult1_nist,38,Sr,2,36,[Ar] 3d10 4s2 4p6,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Y_qm1_mult1_ning2022,39,Y,-1,40,[Kr] 4d1 5s2 5p1,1D2,1,0,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Y_q0_mult2_nist,39,Y,0,39,[Kr] 4d1 5s2,2D3/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Y_qp1_mult1_nist,39,Y,1,38,[Kr] 5s2,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Y_qp2_mult2_nist,39,Y,2,37,[Kr] 4d1,2D3/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Y_qp3_mult1_nist,39,Y,3,36,[Ar] 3d10 4s2 4p6,1S0,1,0,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Zr_qm1_mult4_ning2022,40,Zr,-1,41,[Kr] 4d3 5s2,4F3/2,4,3,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Zr_q0_mult3_nist,40,Zr,0,40,[Kr] 4d2 5s2,3F2,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Zr_qp1_mult4_nist,40,Zr,1,39,[Kr] 4d2 5s1,4F3/2,4,3,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Zr_qp2_mult3_nist,40,Zr,2,38,[Kr] 4d2,3F2,3,2,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Zr_qp3_mult2_nist,40,Zr,3,37,[Kr] 4d1,2D3/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Nb_qm1_mult5_ning2022,41,Nb,-1,42,[Kr] 4d4 5s2,5D0,5,4,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Nb_q0_mult6_nist,41,Nb,0,41,[Kr] 4d4 5s1,6D1/2,6,5,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Nb_qp1_mult5_nist,41,Nb,1,40,[Kr] 4d4,5D0,5,4,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Nb_qp2_mult4_nist,41,Nb,2,39,[Kr] 4d3,4F3/2,4,3,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Nb_qp3_mult3_nist,41,Nb,3,38,[Kr] 4d2,3F2,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Mo_qm1_mult6_ning2022,42,Mo,-1,43,[Kr] 4d5 5s2,6S5/2,6,5,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Mo_q0_mult7_nist,42,Mo,0,42,[Kr] 4d5 5s1,7S3,7,6,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Mo_qp1_mult6_nist,42,Mo,1,41,[Kr] 4d5,6S5/2,6,5,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Mo_qp2_mult5_nist,42,Mo,2,40,[Kr] 4d4,5D0,5,4,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Mo_qp3_mult4_nist,42,Mo,3,39,[Kr] 4d3,4F3/2,4,3,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Tc_qm1_mult5_formal,43,Tc,-1,44,[Kr] 4d6 5s2,,5,4,formal_anion_reference,formal_monoanion,not_claimed,manual_curated,curated/formal_atoms_ions.csv,,review_theory_only_but_required_by_policy,"Ning-Lu row is theory-only or limit-based; included as a formal monoanion reference, not as a physical/reference monoanion. | Formal stockholder/Hirshfeld-I reference; not a claim of a stable isolated atomic anion."
Tc_q0_mult6_nist,43,Tc,0,43,[Kr] 4d5 5s2,6S5/2,6,5,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Tc_qp1_mult7_nist,43,Tc,1,42,[Kr] 4d5 5s1,7S3,7,6,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Tc_qp2_mult6_nist,43,Tc,2,41,[Kr] 4d5,6S5/2,6,5,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Tc_qp3_mult5_nist,43,Tc,3,40,[Kr] 4d4,5D0,5,4,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,theoretical,,
Ru_qm1_mult4_ning2022,44,Ru,-1,45,[Kr] 4d7 5s2,4F9/2,4,3,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Ru_q0_mult5_nist,44,Ru,0,44,[Kr] 4d7 5s1,5F5,5,4,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ru_qp1_mult4_nist,44,Ru,1,43,[Kr] 4d7,4F9/2,4,3,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Ru_qp2_mult5_nist,44,Ru,2,42,[Kr] 4d6,5D4,5,4,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Ru_qp3_mult6_nist,44,Ru,3,41,[Kr] 4d5,6S5/2,6,5,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,theoretical,,
Rh_qm1_mult3_ning2022,45,Rh,-1,46,[Kr] 4d8 5s2,3F4,3,2,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Rh_q0_mult4_nist,45,Rh,0,45,[Kr] 4d8 5s1,4F9/2,4,3,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Rh_qp1_mult3_nist,45,Rh,1,44,[Kr] 4d8,3F4,3,2,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Rh_qp2_mult4_nist,45,Rh,2,43,[Kr] 4d7,4F9/2,4,3,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Rh_qp3_mult5_nist,45,Rh,3,42,[Kr] 4d6,5D4,5,4,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,theoretical,,
Pd_qm1_mult2_ning2022,46,Pd,-1,47,[Kr] 4d10 5s1,2S1/2,2,1,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Pd_q0_mult1_nist,46,Pd,0,46,[Kr] 4d10,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Pd_qp1_mult2_nist,46,Pd,1,45,[Kr] 4d9,2D5/2,2,1,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Pd_qp2_mult3_nist,46,Pd,2,44,[Kr] 4d8,3F4,3,2,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Pd_qp3_mult4_nist,46,Pd,3,43,[Kr] 4d7,4F9/2,4,3,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,theoretical,,
Ag_qm1_mult1_ning2022,47,Ag,-1,48,[Kr] 4d10 5s2,1S0,1,0,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Ag_q0_mult2_nist,47,Ag,0,47,[Kr] 4d10 5s1,2S1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ag_qp1_mult1_nist,47,Ag,1,46,[Kr] 4d10,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Ag_qp2_mult2_nist,47,Ag,2,45,[Kr] 4d9,2D5/2,2,1,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,semiempirical,,
Ag_qp3_mult3_nist,47,Ag,3,44,[Kr] 4d8,3F4,3,2,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,theoretical,,
Cd_qm1_mult2_formal,48,Cd,-1,49,[Cd] 5p1,,2,1,formal_anion_reference,formal_monoanion,not_claimed,formal_rule,curated/formal_atoms_ions.csv,,review_unbound_but_required_by_policy,"Ning-Lu treats the physical monoanion as unbound, metastable-only, or not accepted; included only as a formal reference required by the v2 charge policy. | Formal stockholder/Hirshfeld-I reference; not a claim of a stable isolated atomic anion."
Cd_q0_mult1_nist,48,Cd,0,48,[Kr] 4d10 5s2,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Cd_qp1_mult2_nist,48,Cd,1,47,[Kr] 4d10 5s1,2S1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Cd_qp2_mult1_nist,48,Cd,2,46,[Kr] 4d10,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Cd_qp3_mult2_nist,48,Cd,3,45,[Kr] 4d9,2D5/2,2,1,nist_reference,reference_uncertain,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,theoretical,,
In_qm2_mult4_formal,49,In,-2,51,[Cd] 5p3,,4,3,formal_anion_reference,formal_multianion,not_claimed,formal_rule,curated/formal_atoms_ions.csv,,p_block_formal_dianion_policy,Formal stockholder/Hirshfeld-I reference for p-block dianion coverage; not a stable isolated atomic anion claim.
In_qm1_mult3_ning2022,49,In,-1,50,[Kr] 4d10 5s2 5p2,3P0,3,2,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
In_q0_mult2_nist,49,In,0,49,[Cd] 5p1,2P°1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
In_qp1_mult1_nist,49,In,1,48,[Kr] 4d10 5s2,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
In_qp2_mult2_nist,49,In,2,47,[Kr] 4d10 5s1,2S1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
In_qp3_mult1_nist,49,In,3,46,[Kr] 4d10,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Sn_qm2_mult3_formal,50,Sn,-2,52,[Cd] 5p4,,3,2,formal_anion_reference,formal_multianion,not_claimed,formal_rule,curated/formal_atoms_ions.csv,,p_block_formal_dianion_policy,Formal stockholder/Hirshfeld-I reference for p-block dianion coverage; not a stable isolated atomic anion claim.
Sn_qm1_mult4_ning2022,50,Sn,-1,51,[Kr] 4d10 5s2 5p3,4S3/2,4,3,ning2022_monoanion_reference,bound_experimental,experimental_or_evaluated,ning2022,source/ning2022/ning2022_monoanions.csv,,,
Sn_q0_mult3_nist,50,Sn,0,50,[Cd] 5p2,3P0,3,2,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Sn_qp1_mult2_nist,50,Sn,1,49,[Cd] 5p1,2P°1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Sn_qp2_mult1_nist,50,Sn,2,48,[Kr] 4d10 5s2,1S0,1,0,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Sn_qp3_mult2_nist,50,Sn,3,47,[Kr] 4d10 5s1,2S1/2,2,1,nist_reference,reference,experimental_or_evaluated,nist_gsie,source/nist_gsie/nist_neutral_cation_states.csv,evaluated,,
Sb_qm3_mult1_formal,51,Sb,-3,54,[Cd] 5p6,,1,0,formal_anion_reference,formal_multianion,not_claimed,formal_rule,curated/formal_atoms_ions.csv,,carbon_pnictogen_formal_trianion_policy,Formal stockholder/Hirshfeld-I reference for carbon/pnictogen trianion coverage; not a stable isolated atomic anion claim.
Sb_qm2_mult2_formal,51,Sb,-2,53,[Cd] 5p5,,2,1,formal_anion_reference,formal_multianion,not_claimed,formal_rule,curated/formal_atoms_ions.csv,,p_block_formal_dianion_policy,Formal stockholder/Hirshfeld-I reference for p-block dianion coverage; not a stable isolated atomic anion claim.
